ticker,year,revenue,cost_of_revenue,gross_profit,operating_income,net_income,total_assets,total_liabilities,equity,current_assets,operating_cashflow,capex,free_cashflow,eps_basic,sector,net_margin,roa,roe,debt_to_equity,current_ratio,ocf_liabilities_ratio,interest_coverage,asset_turnover,fcf_ratio,net_margin_norm,roa_norm,roe_norm,debt_to_equity_norm,current_ratio_norm,interest_coverage_norm,asset_turnover_norm,net_margin_Z,net_margin_sector,roa_Z,roa_sector,roe_Z,roe_sector,debt_to_equity_Z,debt_to_equity_sector,current_ratio_Z,current_ratio_sector,interest_coverage_Z,interest_coverage_sector,asset_turnover_Z,asset_turnover_sector,net_margin_final,roa_final,roe_final,debt_to_equity_final,current_ratio_final,interest_coverage_final,asset_turnover_final,credit_score_raw,credit_score,credit_rating
ADANIPORTS.NS,2022,169790800000.0,70694000000.0,99096800000.0,74458700000.0,48860300000.0,996858200000.0,573048300000.0,423809900000.0,180884200000.0,104201400000.0,-38137000000.0,142338400000.0,22.62,Ports & Infrastructure,0.28776765289992157,0.049014293106080686,0.11528824598009627,1.3521352379923168,0.3156526247438479,0.18183702839708277,0.7145652553612524,0.17032593000689566,0.24838813761422904,0.6254726976548619,0.13821805613844204,0.10819198047013105,0.9282631118131681,0.025968122608807355,0.01678912411102765,0.07888686800477694,0.19753810458642954,0.5329230174310716,-0.8030503545509153,0.3661582742415141,-0.9079424622238934,0.3486762562960178,0.4071474177038187,0.5678579029506364,2.5036756394479265,0.9172792732413212,-2.6156187989697353,0.06406353350504412,-1.3570619503314796,0.27382300827808675,0.5977077935877249,0.2066001215693637,0.18033726321789706,0.8201415491544086,0.29336146779856154,0.030971446929232597,0.1373677100867699,0.35015835001521434,35.01583500152143,B
ADANIPORTS.NS,2023,208519100000.0,90617600000.0,117901500000.0,95127500000.0,53088500000.0,1147630900000.0,678461100000.0,469169800000.0,175963900000.0,118995000000.0,-91410400000.0,210405400000.0,24.58,Ports & Infrastructure,0.2545977802513055,0.04625921104076232,0.11315412884631534,1.4460886016107601,0.2593573898341408,0.1753895691293134,0.7994243455607378,0.181695264566334,0.31012153828716194,0.5360767145748574,0.12924021533613292,0.1032795882548321,0.922277324798573,0.0,0.14258336230720953,0.08598891200372138,-1.259201081869661,0.29013315302172316,-1.0614695486300008,0.32308840856166654,-1.0297580828075805,0.32837365286540326,1.1615589003876157,0.6935931500646025,-0.7567439676937902,0.3738760053843683,0.18788647607309958,0.5313144126788499,-0.865810031308168,0.3556983281153053,0.46229364610891716,0.187394673303793,0.17080780763800346,0.8536720723783819,0.11216280161531052,0.2592026774187017,0.16690173683719656,0.3665029256682746,36.65029256682746,B
ADANIPORTS.NS,2023,208519100000.0,90617600000.0,117901500000.0,95127500000.0,53088500000.0,1147630900000.0,678461100000.0,469169800000.0,175963900000.0,118995000000.0,-91410400000.0,210405400000.0,29.33,Ports & Infrastructure,0.2545977802513055,0.04625921104076232,0.11315412884631534,1.4460886016107601,0.2593573898341408,0.1753895691293134,0.7994243455607378,0.181695264566334,0.31012153828716194,0.5360767145748574,0.12924021533613292,0.1032795882548321,0.922277324798573,0.0,0.14258336230720953,0.08598891200372138,-1.259201081869661,0.29013315302172316,-1.0614695486300008,0.32308840856166654,-1.0297580828075805,0.32837365286540326,1.1615589003876157,0.6935931500646025,-0.7567439676937902,0.3738760053843683,0.18788647607309958,0.5313144126788499,-0.865810031308168,0.3556983281153053,0.46229364610891716,0.187394673303793,0.17080780763800346,0.8536720723783819,0.11216280161531052,0.2592026774187017,0.16690173683719656,0.3665029256682746,36.65029256682746,B
ADANIPORTS.NS,2023,208519100000.0,90617600000.0,117901500000.0,95127500000.0,53088500000.0,1147630900000.0,678461100000.0,469169800000.0,175963900000.0,118995000000.0,-91410400000.0,210405400000.0,33.46,Ports & Infrastructure,0.2545977802513055,0.04625921104076232,0.11315412884631534,1.4460886016107601,0.2593573898341408,0.1753895691293134,0.7994243455607378,0.181695264566334,0.31012153828716194,0.5360767145748574,0.12924021533613292,0.1032795882548321,0.922277324798573,0.0,0.14258336230720953,0.08598891200372138,-1.259201081869661,0.29013315302172316,-1.0614695486300008,0.32308840856166654,-1.0297580828075805,0.32837365286540326,1.1615589003876157,0.6935931500646025,-0.7567439676937902,0.3738760053843683,0.18788647607309958,0.5313144126788499,-0.865810031308168,0.3556983281153053,0.46229364610891716,0.187394673303793,0.17080780763800346,0.8536720723783819,0.11216280161531052,0.2592026774187017,0.16690173683719656,0.3665029256682746,36.65029256682746,B
ADANIPORTS.NS,2024,267105600000.0,113117900000.0,153987700000.0,121532000000.0,81106400000.0,1189178700000.0,643748700000.0,545430000000.0,174723600000.0,150175800000.0,-74163000000.0,224338800000.0,37.55,Ports & Infrastructure,0.30364919342761815,0.06820371067863897,0.14870175824578774,1.1802590616577746,0.2714158490727826,0.23328326721281145,0.8092648748999506,0.224613508465969,0.3484881600537601,0.6682749701669816,0.2007496003795946,0.18510447741868347,0.9392133763358914,0.0055623810520481765,0.15717086128655813,0.11279850714221595,0.8950162852556408,0.6491693808759401,0.9968647501102291,0.6661441250183715,0.9993041776616596,0.6665506962769433,-0.9729560297166637,0.3378406617138894,-0.05836093409164064,0.4902731776513933,0.5129898426876055,0.5854983071146009,0.9886230110639959,0.6647705018439993,0.6625432933796691,0.3403679577712277,0.3295383430761615,0.7588015619492907,0.15097562003185172,0.28566909503497095,0.278390105552751,0.42409962738128826,42.409962738128826,BB
ADANIPORTS.NS,2024,267105600000.0,113117900000.0,153987700000.0,121532000000.0,81106400000.0,1189178700000.0,643748700000.0,545430000000.0,174723600000.0,150175800000.0,-74163000000.0,224338800000.0,42.17,Ports & Infrastructure,0.30364919342761815,0.06820371067863897,0.14870175824578774,1.1802590616577746,0.2714158490727826,0.23328326721281145,0.8092648748999506,0.224613508465969,0.3484881600537601,0.6682749701669816,0.2007496003795946,0.18510447741868347,0.9392133763358914,0.0055623810520481765,0.15717086128655813,0.11279850714221595,0.8950162852556408,0.6491693808759401,0.9968647501102291,0.6661441250183715,0.9993041776616596,0.6665506962769433,-0.9729560297166637,0.3378406617138894,-0.05836093409164064,0.4902731776513933,0.5129898426876055,0.5854983071146009,0.9886230110639959,0.6647705018439993,0.6625432933796691,0.3403679577712277,0.3295383430761615,0.7588015619492907,0.15097562003185172,0.28566909503497095,0.278390105552751,0.42409962738128826,42.409962738128826,BB
ADANIPORTS.NS,2024,267105600000.0,113117900000.0,153987700000.0,121532000000.0,81106400000.0,1189178700000.0,643748700000.0,545430000000.0,174723600000.0,150175800000.0,-74163000000.0,224338800000.0,45.4,Ports & Infrastructure,0.30364919342761815,0.06820371067863897,0.14870175824578774,1.1802590616577746,0.2714158490727826,0.23328326721281145,0.8092648748999506,0.224613508465969,0.3484881600537601,0.6682749701669816,0.2007496003795946,0.18510447741868347,0.9392133763358914,0.0055623810520481765,0.15717086128655813,0.11279850714221595,0.8950162852556408,0.6491693808759401,0.9968647501102291,0.6661441250183715,0.9993041776616596,0.6665506962769433,-0.9729560297166637,0.3378406617138894,-0.05836093409164064,0.4902731776513933,0.5129898426876055,0.5854983071146009,0.9886230110639959,0.6647705018439993,0.6625432933796691,0.3403679577712277,0.3295383430761615,0.7588015619492907,0.15097562003185172,0.28566909503497095,0.278390105552751,0.42409962738128826,42.409962738128826,BB
ADANIPORTS.NS,2024,267105600000.0,113117900000.0,153987700000.0,121532000000.0,81106400000.0,1189178700000.0,643748700000.0,545430000000.0,174723600000.0,150175800000.0,-74163000000.0,224338800000.0,46.85,Ports & Infrastructure,0.30364919342761815,0.06820371067863897,0.14870175824578774,1.1802590616577746,0.2714158490727826,0.23328326721281145,0.8092648748999506,0.224613508465969,0.3484881600537601,0.6682749701669816,0.2007496003795946,0.18510447741868347,0.9392133763358914,0.0055623810520481765,0.15717086128655813,0.11279850714221595,0.8950162852556408,0.6491693808759401,0.9968647501102291,0.6661441250183715,0.9993041776616596,0.6665506962769433,-0.9729560297166637,0.3378406617138894,-0.05836093409164064,0.4902731776513933,0.5129898426876055,0.5854983071146009,0.9886230110639959,0.6647705018439993,0.6625432933796691,0.3403679577712277,0.3295383430761615,0.7588015619492907,0.15097562003185172,0.28566909503497095,0.278390105552751,0.42409962738128826,42.409962738128826,BB
BAJFINANCE.NS,2022,201322100000.0,,,,70282300000.0,2125058600000.0,1687931700000.0,437126900000.0,,-370899000000.0,-6341700000.0,-364557300000.0,11.664,Non-Banking Financial Company (NBFC),0.3491037496628537,0.033073111489725505,0.16078237234999723,3.861422621211369,,-0.21973578670274396,,0.09473719924711724,-0.21597870340369815,0.7907793518738486,0.08627136730694418,0.21291209572706138,0.7683959260532376,,,0.03166910966775503,-2.6304377970130397,0.06159370049782672,-2.1802547147575657,0.13662421420707238,-2.0013149989795047,0.16644750017008256,-1.1288430564422287,0.31185949059296186,,,,,0.15435352661646853,0.5257255877694115,0.5720236564610419,0.10137722137698264,0.19897271705996775,0.6314349954151549,,,0.17988605309825198,0.24528573606855986,24.528573606855986,CCC
BAJFINANCE.NS,2023,269669000000.0,,,,115076900000.0,2752263100000.0,2208543300000.0,543719800000.0,,-421117900000.0,-8783200000.0,-412334700000.0,19.053,Non-Banking Financial Company (NBFC),0.42673388487367847,0.04181173667590137,0.21164743310800893,4.061914427247269,,-0.1906767687099456,,0.09798082167362561,-0.18669984871928932,1.0,0.11474746489406633,0.32999523260984454,0.7556225542133939,,,0.03369529238483424,0.5083983261159123,0.584733054352652,1.0107729754374861,0.6684621625729145,1.0933151813325066,0.6822191968887511,1.2776923292875597,0.7129487215479267,,,,,1.2102737744694791,0.7017122957449132,0.8754199163057956,0.2808618741977208,0.4356624218935165,0.7428204044137537,,,0.23410039339285799,0.345416388797564,34.5416388797564,B
